Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Provenance_Layer
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Cast_Bar_Dimensions_mm,12.7 x 12.7 x 75,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Rolling_T_Raw,room-temperature rolling,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Post_Anneal_Cooling,air cooling,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Test_Metadata_Status,SUPPLEMENT_REFERENCED_NOT_AVAILABLE_NO_INFERENCE,as reported,DIRECT_TEXT_OR_VERIFIED_NA,"Experimental section and Figs.1-4, pp.621-625",Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Initial_TRIP_Target_Guardrail,PRE_EXISTING_HCP_DOES_NOT_ESTABLISH_TRIP_DYNAMIC_FCC_LOSS_REQUIRED,as reported,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,FCC_Grain_Size_um,40.0,um,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,FCC_Grain_Morphology,Equiaxed FCC grains,as reported,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_Lath_Thickness_um,4.0,um,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Phase_Fraction_Methods,EBSD + neutron diffraction; both reported 79% FCC / 21% HCP,as reported,DIRECT_EBSD_AND_NEUTRON,"Experimental section and Figs.1-4, pp.621-625",EBSD and neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Apparent_Yield_Onset_MPa,200.0,MPa,DIRECT_SOURCE_RAW_BASIS,"Experimental section and Figs.1-4, pp.621-625",Tensile loading; source stress/strain basis preserved,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Yield_Definition,OBSERVABLE_DEVIATION_FROM_ELASTIC_REGIME,as reported,DIRECT_SOURCE_RAW_BASIS,"Experimental section and Figs.1-4, pp.621-625",Tensile loading; source stress/strain basis preserved,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Reported_Ultimate_Strength_MPa,1046.0,MPa,DIRECT_SOURCE_RAW_BASIS,"Experimental section and Figs.1-4, pp.621-625",Tensile loading; source stress/strain basis preserved,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Reported_Elongation_pct,34.0,%,DIRECT_SOURCE_RAW_BASIS,"Experimental section and Figs.1-4, pp.621-625",Tensile loading; source stress/strain basis preserved,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Strain_Basis_Status,Figure uses macro true stress/true strain; text reports 'elongation 34%'. Preserve source wording and do not convert.,as reported,DIRECT_SOURCE_RAW_BASIS,"Experimental section and Figs.1-4, pp.621-625",Tensile loading; source stress/strain basis preserved,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Target_Status,VERIFIED_JOINT,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TRIP_Parent_Phase,FCC,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TRIP_Product_Phase,HCP,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TWIP_Phase,HCP,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TWIP_Mode,HCP_TENSILE_AND_COMPRESSION_TWINNING,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Slip_Evidence_Type,SOURCE_INTERPRETATION_AND_PHASE_SPECIFIC_WORK_HARDENING,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TRIP_Onset_Macro_Stress_MPa,200.0,MPa,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_Tensile_Twin_Onset_Macro_Stress_MPa,400.0,MPa,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_Multiple_Twin_Onset_Macro_Stress_MPa,730.0,MPa,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_Multiple_Twin_Onset_Macro_Strain_pct,15.0,%,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TRIP_Late_Suppression_Strain_Threshold_pct,25.0,%,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,TRIP_Rate_Status,SLOWS_ABOVE_APPROX_25_PERCENT_STRAIN_BUT_REMAINS_ACTIVE_TO_FRACTURE,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,FCC_fraction_at_fracture,0.17,fraction,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,HCP_fraction_at_fracture,UNRESOLVED_NA,fraction,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED_NA_NOT_SOURCE_REPORTED_NO_COMPLEMENT_DERIVATION,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Fracture_Phase_Fraction_Status,DIRECT_FCC_ONLY_HCP_COMPLEMENT_NOT_DERIVED,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Instrument,VULCAN,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Facility,"Spallation Neutron Source, ORNL",as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Diffraction_Type,Real-time in-situ time-of-flight neutron diffraction,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Detector_Directions,Loading direction (LD) and transverse direction (TD),as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Detector_Banks,-90 degrees and +90 degrees,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Phase_Quantification_Method,Rietveld refinement,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Peak_Analysis_Method,Single-peak fitting,as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,Neutron_Measured_Quantities,"Dynamic phase fraction, lattice strain, grain reorientation, mechanism-transition points",as reported,DIRECT_METHOD_METADATA,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,P020_MC_TRIPHEA_INSITU,P020_OBS_PRIMARY,P020_OBS_PRIMARY,P020_Target_Semantic_Note,"TWIP is deformation twinning in HCP, not FCC; initial 0.21 HCP is pre-existing and TRIP is assigned from dynamic FCC loss.",as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,"Experimental section and Figs.1-4, pp.621-625",Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Paper_ID,P020,as reported,SOURCE_IDENTITY,Fig.4 / p.624,Verified workbook and publisher DOI identity,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,DOI,10.1080/21663831.2018.1523239,as reported,SOURCE_IDENTITY,Fig.4 / p.624,Verified workbook and publisher DOI identity,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Paper_Title,Deformation mechanisms and work-hardening behavior of transformation-induced plasticity high entropy alloys by in-situ neutron diffraction,as reported,SOURCE_IDENTITY,Fig.4 / p.624,Verified workbook and publisher DOI identity,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Condition_ID,P020_STAGE_I_ELASTIC,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Experiment_Group_ID,P020_SERIES01,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Row_Type,Correlated real-time in-situ neutron observation,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Alloy_ID,Fe50Mn30Co10Cr10,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Fig.4 / p.624,Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Original_Composition,Fe50Mn30Co10Cr10,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Fig.4 / p.624,Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Composition_basis,at.% nominal,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Fig.4 / p.624,Source text; C-to-K representation only where required by existing field,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Characterization_methods,Real-time in-situ time-of-flight neutron diffraction,as reported,DIRECT_METHOD_METADATA,Fig.4 / p.624,Real-time in-situ time-of-flight neutron diffraction,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Source_location,Fig.4 / p.624,as reported,DIRECT_CONDITION_OR_STAGE_EVIDENCE,Fig.4 / p.624,Real-time in-situ neutron diffraction and source interpretation,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Parent_Experiment_ID,P020_MC_TRIPHEA_INSITU,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Observation_ID,P020_STAGE_I_ELASTIC,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Data_Origin,EXPERIMENTAL,as reported,SOURCE_IDENTITY,Fig.4 / p.624,Verified workbook and publisher DOI identity,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Observation_Role,CORRELATED_IN_SITU_STAGE,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Deformation_Stage_ID,P020_STAGE_I_ELASTIC,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Grouping_Review_Required,False,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Grouping_Confidence,HIGH,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
P020,10.1080/21663831.2018.1523239,P020_SERIES01,P020_MAT_FE50MN30CO10CR10,,P020_STAGE_I_ELASTIC,P020_STAGE_I_ELASTIC,Grouping_Reason,Correlated observation from parent in-situ tensile condition,as reported,HIERARCHY_INTEGRATION,Fig.4 / p.624,Source-defined condition hierarchy,High,VERIFIED,EXPERIMENTAL,https://doi.org/10.1080/21663831.2018.1523239,MASTER_FIELD_MAPPING
