Paper_ID,ML_Condition_ID,Target,Source_Target_Field,Source_Label,Analysis_Label,Evidence_Quality_Flag,TWIP_Phase_Source,TWIP_Phase_Category,Analysis_Decision,Master_Label_Changed
P021,P021_MC_A900_5M_RT_G10,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A900_5M_RT_G10,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A900_25M_RT_G19,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A900_25M_RT_G19,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A900_25M_RT_G19,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A1000_20M_RT_G41,T1_TRIP,Effective_TRIP,1.0,1.0,AUTHOR_ATTRIBUTED_OR_MEDIUM,UNRESOLVED_PHASE_DIRECT_MECHANICAL_TWIN_TEXT,PHASE_UNRESOLVED,SOURCE_LABEL_RETAINED,False
P021,P021_MC_A1000_20M_RT_G41,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,AUTHOR_ATTRIBUTED_OR_MEDIUM,UNRESOLVED_PHASE_DIRECT_MECHANICAL_TWIN_TEXT,PHASE_UNRESOLVED,SOURCE_LABEL_RETAINED,False
P021,P021_MC_A1000_20M_RT_G41,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,,AUTHOR_ATTRIBUTED_OR_MEDIUM,UNRESOLVED_PHASE_DIRECT_MECHANICAL_TWIN_TEXT,PHASE_UNRESOLVED,EXCLUDED_NOT_CONVERTED_TO_ZERO_PHASE_INCOMPATIBLE_OR_UNRESOLVED,False
P021,P021_MC_A1000_150M_RT_G150,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A1000_150M_RT_G150,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A1000_150M_RT_G150,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A1000_20M_77K_G41,T1_TRIP,Effective_TRIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,,NA,SOURCE_LABEL_RETAINED,False
P021,P021_MC_A1000_20M_77K_G41,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P021,P021_MC_A1000_20M_77K_G41,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C0_ASCAST_RT,T1_TRIP,Effective_TRIP,1.0,1.0,AUTHOR_ATTRIBUTED_OR_MEDIUM,,NA,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C0_ASCAST_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C0_ASCAST_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C2_ASCAST_RT,T1_TRIP,Effective_TRIP,,,NA,,FCC,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C2_ASCAST_RT,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C2_ASCAST_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,1,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C4_ASCAST_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C4_ASCAST_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C4_ASCAST_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C2MO1_ASCAST_RT,T1_TRIP,Effective_TRIP,,,NA,,FCC,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C2MO1_ASCAST_RT,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C2MO1_ASCAST_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,1,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C2MO2_ASCAST_RT,T1_TRIP,Effective_TRIP,,,NA,,FCC,SOURCE_TARGET_NA_PRESERVED,False
P022,P022_MC_C2MO2_ASCAST_RT,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P022,P022_MC_C2MO2_ASCAST_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,1,DIRECT_HIGH_CONFIDENCE,,FCC,SOURCE_LABEL_RETAINED,False
P023,P023_MC_DPASS_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_DPASS_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_DPASS_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_5_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_5_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_5_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_15_RT,T1_TRIP,Effective_TRIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,SOURCE_LABEL_RETAINED,False
P023,P023_MC_650_15_RT,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,SOURCE_LABEL_RETAINED,False
P023,P023_MC_650_15_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,EXCLUDED_NOT_CONVERTED_TO_ZERO_PHASE_INCOMPATIBLE_OR_UNRESOLVED,False
P023,P023_MC_650_30_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_30_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_650_30_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_5_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_5_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_5_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_15_RT,T1_TRIP,Effective_TRIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_15_RT,T2_ANY_TWIP,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_15_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,,,NA,,NA,SOURCE_TARGET_NA_PRESERVED,False
P023,P023_MC_850_30_RT,T1_TRIP,Effective_TRIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,SOURCE_LABEL_RETAINED,False
P023,P023_MC_850_30_RT,T2_ANY_TWIP,Effective_TWIP,1.0,1.0,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,SOURCE_LABEL_RETAINED,False
P023,P023_MC_850_30_RT,T2_FCC_TWIP_STRICT,Effective_TWIP,1.0,,DIRECT_HIGH_CONFIDENCE,HCP_EPSILON,HCP_EPSILON,EXCLUDED_NOT_CONVERTED_TO_ZERO_PHASE_INCOMPATIBLE_OR_UNRESOLVED,False
