Paper_ID,DOI,Corrigendum_DOI,Material_Parent_ID,ML_Condition_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Source_URL
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Specimen_thickness_mm,1.25,mm,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Replicate_n,3,count,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Initial_Phase,Single FCC,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Initial_FCC_fraction,UNRESOLVED_NA,fraction,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Initial_HCP_fraction,0,fraction,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Initial_HCP_Status,DIRECT_EBSD_PHASE_ABSENCE,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Recrystallized_fraction,0.13,fraction,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,NonRecrystallized_fraction,0.87,fraction,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,RZ_Grain_Size_um,1.8,um,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,NRZ_Subgrain_Size_um,0.4,um,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,PreTest_Twin_State,Nanoscale twins in dominant NRZ; reduced Sigma3 fraction vs 700/800,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,PreTest_Twin_Origin,PROCESSING_RETAINED_PRETEST_TWINS,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Initial_Dislocation_State,Dislocation tangles in NRZ,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Orientation_State,RZ/NRZ heterogeneous state,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,YS_MPa,1060,MPa,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,UTS_MPa,UNRESOLVED_NA,MPa,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Elongation_pct,UNRESOLVED_NA,%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Original_TRIP,0.0,binary,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Original_TWIP,0.0,binary,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Effective_TRIP,UNRESOLVED_NA,binary,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Effective_TWIP,UNRESOLVED_NA,binary,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Slip,1,binary,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,TRIP_Evidence_Type,NO_DIRECT_POST_TEST_TRIP_CHARACTERIZATION_FOR_600C,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,TWIP_Evidence_Type,NO_DIRECT_POST_TEST_TWIN_CHARACTERIZATION_FOR_600C,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Negative_Evidence_Status,INSUFFICIENT_FOR_ZERO,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,SFE_mJ_m2,14,mJ/m2,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,SFE_method,"Thermodynamic estimate using DeltaG, strain energy, FCC/HCP interface energy and planar packing density",as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,SFE_Value_Status,CURRENT_PAPER_THERMODYNAMIC_ESTIMATE,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,DeltaG_FCC_HCP_J_mol,-292,J/mol,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,DeltaG_method,Thermo-Calc TCFE7,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,DeltaG_Value_Status,CURRENT_PAPER_CALCULATED,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A600_RT,P002_MC_A600_RT,Physics_Temperature_K,300,K,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 p.2; Fig.3; Sec.3.2 p.5; Sec.4.2 p.8,Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High_for_NA_decision,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Original_Composition,Fe40Mn10Co20Cr20Ni10,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Composition_basis,at.% nominal,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Fe_at%,40,at.%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Mn_at%,10,at.%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Co_at%,20,at.%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Cr_at%,20,at.%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Ni_at%,10,at.%,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Measured_Bulk_Composition,UNRESOLVED_NA,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED_NA,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Composition_Status,NOMINAL_ONLY_EDS_QUALITATIVE_HOMOGENEITY_NO_QUANTITATIVE_BULK_ANALYSIS,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,EDS_Qualitative_Homogeneity,Uniform qualitative elemental distribution,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Processing_route,Vacuum induction melting/casting from >99.8 wt% raw metals; hot rolled at 900 C from 10 to 5 mm (50%); homogenized at 1200 C for 2 h in Ar; water quenched; cold rolled from 5 to 1.5 mm (70%); annealed at 700 C for 30 min; water quenched,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Cast_method,Vacuum induction melting / casting,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Raw_Material_Purity,>99.8 wt%,as reported,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
P002,10.1016/j.msea.2020.140441,10.1016/j.msea.2021.142419,P002_MAT_FE40MN10CO20CR20NI10,P002_MC_A700_RT,P002_MC_A700_RT,Hot_rolling_T_K,1173.15,K,MASTER_FIELD_MAPPING_FROM_VERIFIED_P002_EVIDENCE,"Sec.2.1-2.3 pp.2; Sec.3.2 p.4; Sec.3.1 pp.2-3; Figs.2,5; Abstract p.1; Sec.3.2 p.5; Conclusion p.9; Sec.4.2 p.8",Source-reported; Celsius-to-K fields use explicit C + 273.15 unit representation,High,VERIFIED,https://doi.org/10.1016/j.msea.2020.140441
