Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,ML_Condition_ID,P022_MC_C2_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Observation_ID,P022_OBS_C2_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Data_Origin,EXPERIMENTAL,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Observation_Role,INDEPENDENT_CONDITION,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Grouping_Review_Required,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Grouping_Confidence,HIGH,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Grouping_Reason,Source-defined separately fabricated chemistry variant; one primary room-temperature tensile condition,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_Initial_FCC_fraction,UNRESOLVED_NA,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED_NA_EXACT_NUMERIC_FCC_FRACTION_NOT_REPORTED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_Initial_HCP_fraction,0,fraction,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_TWIP,1,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Effective_TRIP,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Effective_TWIP,1,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Study_Series_ID,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Material_Parent_ID,P022_MAT_C2,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Physical_Batch_ID,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Replicate_ID,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Leakage_Group_Strict,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Leakage_Group_Material,P022_MAT_C2,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Parent_ML_Condition_ID,P022_MC_C2_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,UTS_mean,600,MPa,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,TE_mean,67.4,%,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Replicate_n,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED_NO_PSEUDOREPLICATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_Bulk_Composition_at_pct,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_Composition_Status,NOMINAL_ORIGINAL_ATOMIC_RATIO_ONLY_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Recovered_Initial_HCP_status,DIRECT_XRD_HCP_FRACTION_ZERO,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Independent_ML_sample,True,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Nominal_Composition_at_pct,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_ATOMIC_RATIO_FORMULA_NOT_NORMALIZED_TO_ATPCT,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Measured_Composition_Status,NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Initial_Phase_State_Qualitative,XRD_SINGLE_FCC,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Initial_Phase_Status,DIRECT_XRD_WITH_MICROSCOPY_CONTEXT,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Processing_State_ID,AS_CAST,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Measured_Composition_at_pct,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Test_T_Raw,room temperature,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Composition_Status,NOMINAL_ORIGINAL_ATOMIC_RATIO_ONLY_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Initial_HCP_Status,DIRECT_XRD_SINGLE_FCC_HCP_ABSENT,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Initial_HCP_Origin,NOT_PRESENT_BY_XRD,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Test_T_Status,SOURCE_TEXT_ROOM_TEMPERATURE_EXACT_NUMERIC_K_NOT_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Raw_Material_Purity,>99.9 wt.%,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Grain_Size_Status,NOT_NUMERICALLY_REPORTED,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Engineering_YS_MPa,UNRESOLVED_NA,MPa,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED_NA_NOT_EXPLICIT_DIRECT_TEXT_NO_FIGURE_DIGITIZATION,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Engineering_UTS_MPa,600,MPa,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Engineering_Elongation_pct,67.4,%,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5; abstract/results/conclusions,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,SFE_Value_Status,NOT_REPORTED_CURRENT_ALLOY_NUMERIC,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,SFE_Data_Origin,CURRENT_PAPER_GAP,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Independent_Experimental_ML_sample,True,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Experimental_Target_Eligibility,True,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Measured_Bulk_Composition,UNRESOLVED_NA,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED_NA_NO_QUANTITATIVE_POSTMELT_BULK_CHEMISTRY,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Loading_Mode,Uniaxial tension,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,P022_OBS_C2_ASCAST_RT,Initial_Phase,XRD_SINGLE_FCC,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
