Column_Name,Scientific_Family,Prediction_Time_Class,Feature_Priority,Coverage_Count_51,Coverage_Percent_51,Scientific_Reason,Recommended_Use,Notes
Schema_Review_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,21,41.18,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Parent_Experiment_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,46,90.2,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
ML_Condition_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_ELIGIBLE,51,100.0,Identity fields may memorize study or condition.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Observation_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_ELIGIBLE,51,100.0,Identity fields may memorize study or condition.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Data_Origin,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Observation_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Deformation_Stage_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_ELIGIBLE,0,0.0,Identity fields may memorize study or condition.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grouping_Review_Required,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grouping_Confidence,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grouping_Reason,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,25,49.02,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Grain_size_um,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_ISFE_DFT_0K_mJ_m2,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,0,0.0,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_DeltaG_FCC_HCP_300K_J_mol,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,0,0.0,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_YS_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,9,17.65,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_UTS_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,6,11.76,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Elongation_pct,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,5,9.8,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Uniform_elongation_pct,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,6,11.76,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Initial_FCC_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,5,9.8,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Initial_HCP_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,11,21.57,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_TRIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,20,39.22,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_TWIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,20,39.22,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Recrystallized_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_SFE_assumed_for_calculation_mJ_m2,PHYSICS_THERMODYNAMICS,METADATA_ONLY,NOT_ELIGIBLE,2,3.92,Descriptive metadata has no approved V1 predictor role.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,7,13.73,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Target_Correction_TRIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,0,0.0,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Target_Correction_TWIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,0,0.0,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Resolution_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Effective_TRIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,32,62.75,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Effective_TWIP,TARGET,TARGET_ONLY,NOT_ELIGIBLE,30,58.82,Target or target evidence cannot be an input.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Study_Series_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,32,62.75,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Material_Parent_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,32,62.75,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Physical_Batch_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Replicate_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Leakage_Group_Strict,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,32,62.75,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Leakage_Group_Material,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,32,62.75,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Parent_Linkage_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Aggregate_Property_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Parent_ML_Condition_ID,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,31,60.78,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
YS_mean,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
YS_uncertainty,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UTS_mean,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UTS_uncertainty,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TE_mean,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TE_uncertainty,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,10,19.61,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UE_mean,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,5,9.8,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UE_uncertainty,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,5,9.8,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Replicate_n,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,11,21.57,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
uncertainty_type,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,10,19.61,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P008_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P008_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P008_Source_State,PROCESSING,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Bulk_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Composition_Status,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Processing_route,PROCESSING,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,6,11.76,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Test_T_Reported,TEST_CONDITIONS,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,9,17.65,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Test_T_Status,TEST_CONDITIONS,PROVENANCE_ONLY,NOT_ELIGIBLE,9,17.65,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Grain_size_scope,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Grain_size_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Initial_HCP_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_BCC_alpha_martensite_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,3,5.88,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_BCC_alpha_martensite_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Recrystallized_fraction_status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_YS_status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_UTS_status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovered_Uniform_elongation_status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_scope,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_value_alloy_level_mJ_m2,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,6,11.76,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_source_provenance,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,6,11.76,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Alpha_lath_thickness,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Alpha_lath_spacing,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovery_twin_fraction,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovery_twin_thickness,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovery_twin_spacing_observed,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Recovery_twin_spacing_fraction_input_nm,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Deformation_twin_width,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Deformation_twin_spacing,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Precipitate_type,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
APT_local_composition,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
EDS_local_composition,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,1,1.96,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P008_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,1,1.96,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Independent_ML_sample,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,21,41.18,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Nominal_Composition_at_pct,CHEMISTRY,PREDICTOR_SAFE_DIRECT,OPTIONAL_V1,17,33.33,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Measured_Composition_Status,CHEMISTRY,PROVENANCE_ONLY,NOT_ELIGIBLE,16,31.37,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Cr_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Mn_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Fe_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Co_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Ni_at%_uncertainty,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_Phase_State_Qualitative,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,12,23.53,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_Phase_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,16,31.37,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Magnetic_transition_T_K,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Magnetic_transition_Status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,3,5.88,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Low_T_Magnetic_Behavior,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,EXPLORATORY_LATER,3,5.88,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,ABLATION_OR_FUTURE_PHYSICS_STUDY_ONLY,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
