Target,Split_ID,Split_Strategy,Grouping_Level,Train_Condition_Count,Validation_Condition_Count,Train_Group_Count,Validation_Group_Count,Train_Positive,Train_Negative,Validation_Positive,Validation_Negative,Both_Classes_Train,Both_Classes_Validation,Group_Overlap,Paper_Overlap,Study_Overlap,Material_Overlap,Source_Alloy_Family_Overlap,Strict_Leakage_Overlap,Feature_Set,Feature_Complete_Train,Feature_Complete_Validation,Scientific_Validity,Statistical_Limitation,Recommended_Status,Notes,Number_of_Folds,Fold_Number,Design_Feasibility,Validation_Group_IDs,Feature_Complete_Train_Positive,Feature_Complete_Train_Negative,Feature_Complete_Validation_Positive,Feature_Complete_Validation_Negative,Train_TRIP_Positive,Train_TRIP_Negative,Validation_TRIP_Positive,Validation_TRIP_Negative,Train_TWIP_Positive,Train_TWIP_Negative,Validation_TWIP_Positive,Validation_TWIP_Negative,Train_00,Train_10,Train_01,Train_11,Validation_00,Validation_10,Validation_01,Validation_11
T1_TRIP,T1_LOSO_F06_P013_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M1_CHEMISTRY,23,1,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P013_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P013_SERIES01,20,3,1,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F06_P013_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M2_CHEMISTRY_PLUS_TEST,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P013_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P013_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F06_P013_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M3_PLUS_PROCESSING,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P013_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P013_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F06_P013_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M4_PLUS_PHYSICS,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P013_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P013_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F06_P013_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M5_PLUS_INITIAL_MICROSTRUCTURE,16,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P013_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,6,NOT_FEASIBLE,P013_SERIES01,16,0,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F07_P014_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M1_CHEMISTRY,23,1,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P014_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P014_SERIES01,20,3,1,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F07_P014_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M2_CHEMISTRY_PLUS_TEST,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P014_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P014_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F07_P014_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M3_PLUS_PROCESSING,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P014_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P014_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F07_P014_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M4_PLUS_PHYSICS,19,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P014_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P014_SERIES01,17,2,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F07_P014_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,31,1,11,1,26,5,1,0,True,False,0,0,0,0,1,0,M5_PLUS_INITIAL_MICROSTRUCTURE,16,0,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding P014_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,7,NOT_FEASIBLE,P014_SERIES01,16,0,0,0,26,5,1,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F08_P015_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,30,2,11,1,26,4,1,1,True,True,0,0,0,0,0,0,M1_CHEMISTRY,24,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P015_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P015_SERIES01,21,3,0,0,26,4,1,1,19,6,2,0,1,5,3,16,0,0,1,1
T1_TRIP,T1_LOSO_F08_P015_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,30,2,11,1,26,4,1,1,True,True,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P015_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P015_SERIES01,17,2,0,0,26,4,1,1,19,6,2,0,1,5,3,16,0,0,1,1
T1_TRIP,T1_LOSO_F08_P015_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,30,2,11,1,26,4,1,1,True,True,0,0,0,0,0,0,M3_PLUS_PROCESSING,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P015_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P015_SERIES01,17,2,0,0,26,4,1,1,19,6,2,0,1,5,3,16,0,0,1,1
T1_TRIP,T1_LOSO_F08_P015_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,30,2,11,1,26,4,1,1,True,True,0,0,0,0,0,0,M4_PLUS_PHYSICS,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P015_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P015_SERIES01,17,2,0,0,26,4,1,1,19,6,2,0,1,5,3,16,0,0,1,1
T1_TRIP,T1_LOSO_F08_P015_SERIES01,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,30,2,11,1,26,4,1,1,True,True,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,16,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding P015_SERIES01; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,8,NOT_FEASIBLE,P015_SERIES01,16,0,0,0,26,4,1,1,19,6,2,0,1,5,3,16,0,0,1,1
T1_TRIP,T1_LOSO_F09_PAPER_FALLBACK_P001,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M1_CHEMISTRY,21,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P001; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,9,NOT_FEASIBLE,PAPER_FALLBACK::P001,18,3,3,0,24,5,3,0,21,3,0,3,1,2,4,17,0,3,0,0
T1_TRIP,T1_LOSO_F09_PAPER_FALLBACK_P001,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P001; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,9,NOT_FEASIBLE,PAPER_FALLBACK::P001,14,2,3,0,24,5,3,0,21,3,0,3,1,2,4,17,0,3,0,0
T1_TRIP,T1_LOSO_F09_PAPER_FALLBACK_P001,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M3_PLUS_PROCESSING,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P001; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,9,NOT_FEASIBLE,PAPER_FALLBACK::P001,14,2,3,0,24,5,3,0,21,3,0,3,1,2,4,17,0,3,0,0
T1_TRIP,T1_LOSO_F09_PAPER_FALLBACK_P001,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M4_PLUS_PHYSICS,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P001; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,9,NOT_FEASIBLE,PAPER_FALLBACK::P001,14,2,3,0,24,5,3,0,21,3,0,3,1,2,4,17,0,3,0,0
T1_TRIP,T1_LOSO_F09_PAPER_FALLBACK_P001,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,13,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P001; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,9,NOT_FEASIBLE,PAPER_FALLBACK::P001,13,0,3,0,24,5,3,0,21,3,0,3,1,2,4,17,0,3,0,0
T1_TRIP,T1_LOSO_F10_PAPER_FALLBACK_P002,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M1_CHEMISTRY,21,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P002; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,10,NOT_FEASIBLE,PAPER_FALLBACK::P002,19,2,2,1,25,4,2,1,19,5,2,1,0,5,4,15,1,0,0,2
T1_TRIP,T1_LOSO_F10_PAPER_FALLBACK_P002,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P002; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,10,NOT_FEASIBLE,PAPER_FALLBACK::P002,15,1,2,1,25,4,2,1,19,5,2,1,0,5,4,15,1,0,0,2
T1_TRIP,T1_LOSO_F10_PAPER_FALLBACK_P002,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M3_PLUS_PROCESSING,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P002; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,10,NOT_FEASIBLE,PAPER_FALLBACK::P002,15,1,2,1,25,4,2,1,19,5,2,1,0,5,4,15,1,0,0,2
T1_TRIP,T1_LOSO_F10_PAPER_FALLBACK_P002,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M4_PLUS_PHYSICS,16,3,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P002; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,10,NOT_FEASIBLE,PAPER_FALLBACK::P002,15,1,2,1,25,4,2,1,19,5,2,1,0,5,4,15,1,0,0,2
T1_TRIP,T1_LOSO_F10_PAPER_FALLBACK_P002,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,25,4,2,1,True,True,0,0,0,0,0,0,M5_PLUS_INITIAL_MICROSTRUCTURE,15,1,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups,EXPLORATORY_ONLY,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P002; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,10,NOT_FEASIBLE,PAPER_FALLBACK::P002,15,0,1,0,25,4,2,1,19,5,2,1,0,5,4,15,1,0,0,2
T1_TRIP,T1_LOSO_F11_PAPER_FALLBACK_P003,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M1_CHEMISTRY,21,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,11,NOT_FEASIBLE,PAPER_FALLBACK::P003,18,3,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOSO_F11_PAPER_FALLBACK_P003,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M2_CHEMISTRY_PLUS_TEST,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,11,NOT_FEASIBLE,PAPER_FALLBACK::P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOSO_F11_PAPER_FALLBACK_P003,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M3_PLUS_PROCESSING,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,11,NOT_FEASIBLE,PAPER_FALLBACK::P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOSO_F11_PAPER_FALLBACK_P003,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M4_PLUS_PHYSICS,16,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,11,NOT_FEASIBLE,PAPER_FALLBACK::P003,14,2,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOSO_F11_PAPER_FALLBACK_P003,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,1,0,M5_PLUS_INITIAL_MICROSTRUCTURE,13,3,ZERO_PROVENANCE_GROUP_OVERLAP; EXACT_SOURCE_ALLOY_FAMILY_OVERLAP_LIMITS_G2,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P003; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,11,NOT_FEASIBLE,PAPER_FALLBACK::P003,13,0,3,0,24,5,3,0,18,6,3,0,1,5,4,14,0,0,0,3
T1_TRIP,T1_LOSO_F12_PAPER_FALLBACK_P016,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M1_CHEMISTRY,24,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P016; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,12,NOT_FEASIBLE,PAPER_FALLBACK::P016,21,3,0,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F12_PAPER_FALLBACK_P016,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M2_CHEMISTRY_PLUS_TEST,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P016; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,12,NOT_FEASIBLE,PAPER_FALLBACK::P016,17,2,0,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F12_PAPER_FALLBACK_P016,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M3_PLUS_PROCESSING,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P016; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,12,NOT_FEASIBLE,PAPER_FALLBACK::P016,17,2,0,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
T1_TRIP,T1_LOSO_F12_PAPER_FALLBACK_P016,LEAVE_ONE_STUDY_SERIES_OUT,Study_Series_ID_WITH_PAPER_FALLBACK,29,3,11,1,24,5,3,0,True,False,0,0,0,0,0,0,M4_PLUS_PHYSICS,19,0,ZERO_PAPER_STUDY_MATERIAL_STRICT_AND_EXACT_SOURCE_FAMILY_OVERLAP,Only 5 TRIP negatives across 4 strict groups; M2 retains 2 negatives across 2 strict groups; At least one required class is absent from training or validation,INVALID_CLASS_SUPPORT,"Deterministic leave-one-group-out fold holding PAPER_FALLBACK::P016; group independence takes precedence over exact stratification; no row-random split, resampling, or model fitting.",12,12,NOT_FEASIBLE,PAPER_FALLBACK::P016,17,2,0,0,24,5,3,0,20,6,1,0,1,5,4,16,0,0,0,1
